"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20213","11170685","한남동","511","2366","1409","475","397","1273","10","291","354","601","1067","705","2892","99","901751841"
"20213","11170690","서빙고동","182","581","695","109","625","694","","27","21","72","162","207","2215","80","745948349"
"20213","11170700","보광동","167","855","605","28","14","6","1","2","18","116","297","342","732","52","568741250"
"20213","11200520","왕십리2동","73","1580","1668","562","6","","104","124","146","1079","1626","604","133","68","333110823"
"20213","11200535","왕십리도선동","104","1622","3642","963","180","","196","261","245","451","795","915","3544","72","479680275"
"20213","11200540","마장동","120","2621","2089","173","243","46","299","852","774","1287","1665","259","36","58","241419577"
"20213","11200550","사근동","112","1247","856","151","28","","595","619","438","135","","36","459","46","139242984"
"20213","11200560","행당1동","140","1118","1105","464","","","70","395","175","204","515","842","486","58","248832965"
"20213","11200570","행당2동","97","2397","2531","1444","4","1","17","111","119","687","1600","2771","1072","79","451248059"
"20213","11200580","응봉동","236","2348","1524","883","","","663","493","148","769","1395","761","526","55","172602163"
"20213","11200590","금호1가동","184","1625","1121","638","","2","438","414","56","761","1194","523","","53","180067652"
"20213","11200615","금호2?3가동","262","2871","2065","716","2","","132","904","372","180","1316","1246","1504","59","244065289"
"20213","11200620","금호4가동","116","1359","1694","554","","","21","214","133","122","733","1232","1152","64","373217118"
"20213","11200645","옥수동","133","2401","3708","1401","647","198","24","143","70","133","563","1640","5782","93","611686138"
"20213","11200650","성수1가1동","121","1536","2185","10","208","4","7","70","249","329","349","944","1995","60","467779051"
"20213","11200660","성수1가2동","76","1382","1373","45","","","86","203","98","477","1191","491","254","56","331027896"
"20213","11200670","성수2가1동","114","1557","1150","202","157","6","45","183","487","451","320","490","1096","58","371108065"
"20213","11200690","성수2가3동","78","783","904","801","","1","118","304","208","443","211","466","739","58","291895888"
"20213","11200720","송정동","67","772","496","92","","","88","334","396","311","231","","","50","190377083"
"20213","11200790","용답동","55","443","283","7","","","125","155","314","138","1","","","57","193035015"
"20213","11215710","화양동","198","2900","339","33","","","1209","1426","310","216","111","","","34","132779174"
"20213","11215730","군자동","221","1826","692","152","66","6","381","1188","607","283","131","133","19","53","178474581"
"20213","11215740","중곡1동","235","1628","478","28","20","","251","1227","621","55","","","","52","171882565"
"20213","11215750","중곡2동","373","2682","665","26","3","1","358","1877","1082","58","1","1","","51","172760642"
"20213","11215760","중곡3동","234","1948","385","17","","","238","1517","584","10","1","","","49","161502511"
"20213","11215770","중곡4동","601","3947","1331","100","13","","476","3400","1228","252","35","","","53","165867117"
"20213","11215780","능동","164","1310","237","16","5","1","251","736","518","55","6","3","","46","183316606"
"20213","11215810","광장동","195","2376","5811","581","652","618","51","293","390","436","1747","3083","4038","93","506935544"
"20213","11215820","자양1동","355","2874","885","87","7","7","261","1613","1312","223","126","65","260","50","190481420"
"20213","11215830","자양2동","409","3161","1986","499","290","50","150","1542","1377","906","882","516","613","55","227462355"
"20213","11215840","자양3동","162","2282","3781","969","733","104","35","428","367","737","1696","1769","2837","67","364529590"
"20213","11215847","자양4동","144","1523","1282","38","59","","334","596","490","425","465","532","60","48","209557237"
"20213","11215850","구의1동","405","2902","674","62","2","3","522","2115","824","70","108","2","2","49","162628430"
"20213","11215860","구의2동","543","3412","1574","136","38","9","363","2824","1556","259","100","57","10","59","185479350"
"20213","11215870","구의3동","315","2904","4306","356","503","296","492","1406","803","409","1460","2826","969","61","234312721"
"20213","11230536","용신동","227","3288","1730","452","38","16","588","1504","1135","670","638","793","196","57","198281968"
"20213","11230545","제기동","268","2519","1797","538","8","14","665","1362","639","1446","763","1","","56","159006803"
"20213","11230560","전농1동","217","2530","1786","665","1","3","480","883","451","332","367","2030","442","56","229549463"
"20213","11230570","전농2동","94","1692","1766","1259","","1","100","246","717","1703","1445","507","","71","290531164"
"20213","11230600","답십리1동","91","2692","2793","608","118","","298","669","610","717","1070","2390","457","68","358508751"
"20213","11230610","답십리2동","116","2638","2976","853","2","","299","577","1019","2980","1558","36","","70","260012142"
"20213","11230650","장안1동","349","4571","3972","1083","150","1","845","2450","2654","1944","1758","126","","59","204060325"
"20213","11230660","장안2동","267","3638","3717","517","57","2","377","1544","2272","1962","1503","248","25","59","215602126"
"20213","11230705","청량리동","183","1173","1116","1123","302","90","331","561","185","821","1174","558","174","64","178345749"
"20213","11230710","회기동","83","1205","849","42","1","","378","736","211","613","125","34","","53","155253764"
"20213","11230720","휘경1동","93","1115","775","290","","","363","278","578","781","180","","","50","150308562"
"20213","11230730","휘경2동","211","2528","2273","809","1","","612","1280","887","1632","1144","56","","59","184309353"
"20213","11230740","이문1동","437","2760","1009","501","109","12","1028","1147","604","950","494","166","2","46","146871731"
"20213","11230750","이문2동","91","1778","2020","811","23","","207","120","515","2577","1200","13","","67","281936432"
"20213","11260520","면목2동","239","3326","1162","110","4","","435","2745","1279","143","","","","54","149008708"
"20213","11260540","면목4동","200","2740","1169","187","5","1","543","1695","959","704","173","28","","57","165459128"
"20213","11260550","면목5동","148","1364","300","27","","","283","1202","206","","","","","51","137402406"
"20213","11260565","면목본동","465","4569","890","17","3","2","805","3861","509","306","","","","48","144860479"
"20213","11260570","면목7동","183","1531","2197","151","148","","351","991","894","1605","186","","","58","166254878"
"20213","11260575","면목3?8동","241","2580","1639","25","","","449","2061","1146","588","","","","53","144301533"
"20213","11260580","상봉1동","221","2822","3579","477","15","6","1262","1107","1806","2034","424","224","42","58","187604600"
"20213","11260590","상봉2동","264","2751","755","156","141","24","836","1921","300","264","298","184","24","44","145011243"
"20213","11260600","중화1동","259","3007","1701","39","","","390","2086","1572","699","","","","55","152603722"
"20213","11260610","중화2동","253","2798","777","20","3","","644","2010","709","235","","","","48","149665490"
"20213","11260630","묵2동","229","2629","691","69","","","341","2075","724","249","","","","48","151547294"
"20213","11260655","망우본동","267","2904","2013","248","39","1","793","2051","1424","779","158","","","58","158999812"
"20213","11260660","망우3동","216","1795","238","5","8","1","342","1580","124","1","","","","50","140113025"
"20213","11260680","신내1동","187","6239","4544","1181","136","1","418","2200","5543","3559","381","","","64","215840048"
"20213","11260690","신내2동","77","5645","1962","608","210","","844","2699","3526","1178","154","24","","68","257420070"
"20213","11290525","성북동","274","1315","710","116","124","203","454","1233","373","110","58","38","202","80","251457726"
"20213","11290555","삼선동","242","2364","1615","555","20","6","577","1431","228","951","1066","218","89","60","184643303"
"20213","11290575","동선동","192","2040","709","165","1","7","1085","986","219","329","289","14","","52","141683917"
"20213","11290580","돈암1동","85","1411","2193","858","","","125","521","1294","1760","722","40","","68","235235256"
"20213","11290590","돈암2동","126","1752","3329","919","1445","","22","284","1423","2831","2676","195","14","80","315652532"
"20213","11290600","안암동","137","1790","453","237","23","100","932","713","254","376","299","28","1","56","150623756"
"20213","11290610","보문동","143","1739","1473","211","1","","355","549","491","626","1122","281","","56","201345097"
"20213","11290620","정릉1동","131","2014","2174","626","","","189","653","1911","1922","139","","","63","198789913"
"20213","11290630","정릉2동","433","3421","2879","347","20","2","853","2661","1868","1257","29","","1","62","150436083"
"20213","11290640","정릉3동","232","2340","748","104","24","4","868","1912","415","22","2","1","","57","130646210"
"20213","11290650","정릉4동","396","4681","2716","926","9","2","1176","3196","2288","1354","320","","","63","160042808"
"20213","11290660","길음1동","178","4696","4983","1945","74","","694","630","955","3026","4237","1879","277","77","379937300"
"20213","11290685","길음2동","46","997","1097","614","103","107","567","55","64","1342","488","257","145","73","282068092"
"20213","11290705","종암동","349","5472","3531","1267","23","","1200","2129","1589","3339","1874","162","","60","197591506"
"20213","11290715","월곡1동","170","3543","2669","846","","","412","1169","827","2592","1978","80","","64","254065315"
"20213","11290725","월곡2동","117","1996","1483","603","88","60","430","827","1107","921","626","211","108","63","208407162"
"20213","11290760","장위1동","471","3813","478","32","4","2","989","3094","233","11","1","1","","51","132714004"
"20213","11290770","장위2동","217","1341","512","54","3","1","221","1312","342","35","","","1","58","148893928"
"20213","11290780","장위3동","92","1185","1117","147","","","44","736","316","523","790","40","","60","201253297"
