"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20222","11290715","월곡1동","167","1097","550","182","","","68","481","362","38","345","422","113","65","325097980"
"20222","11290725","월곡2동","112","693","344","160","8","","125","404","256","101","153","86","80","62","258710010"
"20222","11290760","장위1동","481","3756","437","21","2","2","397","3216","579","18","7","1","","50","155488309"
"20222","11290770","장위2동","215","1452","331","13","2","","79","1142","489","79","9","","","53","185342981"
"20222","11290780","장위3동","83","506","355","45","","","23","297","182","39","54","160","151","63","326278598"
"20222","11290810","석관동","403","2693","489","69","72","12","514","1574","478","143","225","248","153","51","200652678"
"20222","11305534","삼양동","390","2710","605","63","","","587","2246","198","101","166","76","4","54","154866897"
"20222","11305535","미아동","445","3292","402","19","11","1","1078","2060","498","82","6","1","","48","135422312"
"20222","11305545","송중동","518","3187","769","122","2","","833","2187","523","40","95","225","177","54","173919684"
"20222","11305555","송천동","375","2363","455","42","","1","191","1717","730","75","27","43","78","51","191519811"
"20222","11305575","삼각산동","131","460","695","382","","","4","3","","100","689","327","414","84","526437193"
"20222","11305595","번1동","203","1611","199","","1","","503","1210","55","19","24","","","49","127800757"
"20222","11305603","번2동","501","3742","177","18","1","","2383","1357","85","90","23","","","45","101304348"
"20222","11305608","번3동","90","672","315","30","6","","179","357","139","198","146","4","","58","229654462"
"20222","11305615","수유1동","473","3738","556","16","1","","1348","2752","209","2","","","","50","125392598"
"20222","11305625","수유2동","383","3117","508","79","2","","988","2340","144","105","117","12","","52","139519665"
"20222","11305635","수유3동","389","3189","317","13","2","","904","2505","88","24","","","","50","125310129"
"20222","11305645","우이동","547","3902","835","175","59","25","1128","3248","474","102","20","13","11","58","144620188"
"20222","11305660","인수동","772","5870","1055","127","63","4","2156","4479","326","130","28","","","54","133252123"
"20222","11320511","창1동","133","1206","537","119","101","31","193","712","147","307","541","88","6","66","259467213"
"20222","11320512","창2동","457","3970","821","40","6","1","1229","2974","242","94","135","164","","53","155132301"
"20222","11320513","창3동","181","1380","193","6","","","363","1109","84","16","7","","","50","134285917"
"20222","11320514","창4동","100","478","533","92","84","","10","38","146","165","326","386","116","75","445354697"
"20222","11320515","창5동","207","1435","515","177","54","24","537","721","158","176","105","327","181","59","240547350"
"20222","11320521","도봉1동","416","3456","366","7","21","","1904","1753","131","62","","","","49","107137629"
"20222","11320522","도봉2동","125","618","623","60","","","185","295","158","397","254","12","","65","251620881"
"20222","11320660","쌍문1동","384","3431","658","66","46","2","1279","2292","426","153","47","6","","54","142222589"
"20222","11320670","쌍문2동","291","2406","457","6","","28","771","1808","188","90","16","24","","53","138071494"
"20222","11320680","쌍문3동","232","1917","426","43","1","","694","1207","251","123","112","","","54","148931274"
"20222","11320681","쌍문4동","96","624","574","12","","12","133","431","174","443","40","","1","64","226052436"
"20222","11320690","방학1동","286","2222","486","166","109","","719","1500","152","56","178","260","118","58","194926966"
"20222","11320700","방학2동","403","3632","467","1","7","","1620","2454","31","2","","","","49","115891080"
"20222","11320710","방학3동","119","583","761","85","40","","202","145","431","599","76","16","","71","252092055"
"20222","11350560","월계1동","294","1883","463","100","1","","672","1061","174","225","197","118","","54","173603263"
"20222","11350570","월계2동","133","899","501","120","34","","82","479","226","166","303","184","114","65","314200953"
"20222","11350580","월계3동","106","836","247","49","35","","","148","86","219","379","266","69","60","403325496"
"20222","11350595","공릉1동","376","2489","1044","78","7","","621","1738","737","270","141","111","","56","179781904"
"20222","11350600","공릉2동","266","1405","1058","277","85","","359","587","313","558","641","195","172","66","297176414"
"20222","11350611","하계1동","135","712","522","190","139","","189","424","120","177","162","352","139","71","319439476"
"20222","11350612","하계2동","68","393","290","114","","","","143","59","127","152","170","146","70","430000223"
"20222","11350619","중계본동","190","995","503","323","75","","370","589","198","169","92","96","382","70","302852523"
"20222","11350621","중계1동","79","302","430","136","7","","6","1","37","122","141","139","429","78","588563712"
"20222","11350624","중계4동","69","435","359","22","","","37","232","166","107","173","89","12","64","293823499"
"20222","11350625","중계2?3동","90","768","190","45","11","","","248","214","273","166","84","29","56","319511608"
"20222","11350630","상계1동","292","1991","967","185","110","2","435","1261","537","490","367","165","","63","227647807"
"20222","11350640","상계2동","160","1056","430","35","35","","332","629","103","122","173","105","92","57","214606401"
"20222","11350665","상계3?4동","255","1869","587","68","","","163","1313","712","171","144","21","","55","197056774"
"20222","11350670","상계5동","238","1869","378","2","","","744","1016","221","204","64","","","51","146806589"
"20222","11350695","상계6?7동","151","1408","412","8","","","","33","156","841","676","102","20","56","391339869"
"20222","11350700","상계8동","73","789","87","","","","","3","298","426","133","16","","54","334857306"
"20222","11350710","상계9동","71","539","313","","","","","24","294","235","275","24","","59","354541080"
"20222","11350720","상계10동","52","444","132","48","","","","","113","247","120","48","96","62","427110577"
"20222","11380510","녹번동","671","4657","1434","89","16","4","1108","3358","1057","80","105","98","394","54","194168619"
"20222","11380520","불광1동","698","4028","1437","234","29","2","675","2813","1019","132","377","473","241","55","213953165"
"20222","11380530","불광2동","707","5169","871","52","14","12","1410","3743","871","65","21","7","1","50","142377008"
"20222","11380551","갈현1동","565","3496","1102","49","4","1","498","2262","1083","558","234","17","","54","208846479"
"20222","11380552","갈현2동","732","5229","1344","100","14","5","1066","4471","1066","59","28","2","","53","153952135"
"20222","11380560","구산동","786","5156","1892","160","22","","1299","4804","857","165","105","","","56","151094887"
"20222","11380570","대조동","607","4137","885","50","5","","892","3352","774","52","6","1","","50","149572728"
"20222","11380580","응암1동","477","2984","992","46","26","","504","2608","632","117","124","56","7","55","168006404"
"20222","11380590","응암2동","220","1439","565","92","5","","350","633","310","36","106","299","367","58","277615552"
"20222","11380600","응암3동","577","3607","541","28","6","2","1293","2164","659","44","24","","","49","132152795"
"20222","11380625","역촌동","1243","8327","2567","66","29","7","1647","7477","1676","103","70","23","","54","155407190"
"20222","11380631","신사1동","637","4481","1376","77","6","","936","3694","962","165","118","63","2","55","162949625"
"20222","11380632","신사2동","369","2405","743","36","2","3","688","1677","557","206","60","1","","53","156495821"
"20222","11380640","증산동","260","1352","885","73","2","","27","693","881","359","270","77","5","60","264412580"
"20222","11380650","수색동","90","534","208","74","3","","33","251","153","103","135","140","4","57","285969087"
"20222","11380690","진관동","369","719","1679","899","610","350","","27","263","453","723","1427","1364","97","532753479"
"20222","11410520","천연동","109","558","270","152","5","","81","161","92","30","163","126","332","64","394745114"
"20222","11410555","북아현동","108","501","381","34","7","12","","8","50","73","206","159","439","64","602036398"
"20222","11410565","충현동","259","1125","852","192","51","29","77","223","578","441","422","227","281","69","381899901"
"20222","11410585","신촌동","219","1544","409","71","14","2","715","763","294","104","44","55","65","49","177016524"
"20222","11410615","연희동","663","3837","1299","319","121","131","1207","2404","1238","272","151","202","233","66","206686020"
"20222","11410620","홍제1동","337","1791","1010","193","16","11","451","1463","424","122","142","231","188","62","219341779"
"20222","11410640","홍제3동","181","1182","361","42","5","","281","825","299","78","83","24","","55","167487048"
"20222","11410655","홍제2동","115","600","496","116","13","","97","353","182","69","110","339","75","67","314983342"
"20222","11410660","홍은1동","183","976","569","130","57","","344","562","145","149","230","193","109","61","233400398"
"20222","11410685","홍은2동","643","4028","1284","146","156","113","1620","2973","654","159","215","71","35","60","154711444"
"20222","11410690","남가좌1동","79","259","476","63","6","11","3","50","49","19","32","51","611","77","645121766"
"20222","11410700","남가좌2동","302","1891","546","129","1","1","650","1004","287","4","89","171","363","54","227703496"
"20222","11410710","북가좌1동","188","865","625","104","19","","13","170","421","293","229","65","422","65","410754253"
"20222","11410720","북가좌2동","874","5616","1538","103","","11","1038","4646","1220","150","56","118","40","55","167657184"
"20222","11440555","아현동","107","494","393","176","4","12","8","22","66","8","23","45","907","76","916824820"
"20222","11440565","공덕동","415","2211","715","247","26","1","41","366","888","682","384","95","744","57","396354330"
"20222","11440585","도화동","122","478","415","226","116","25","76","183","150","51","26","97","677","77","517528938"
"20222","11440590","용강동","138","880","321","182","70","","81","247","333","132","14","48","598","63","494164733"
"20222","11440600","대흥동","76","515","109","14","","1","43","265","152","70","15","1","93","41","286637493"
"20222","11440610","염리동","97","598","168","33","1","","51","237","236","68","28","32","148","50","316400942"
"20222","11440630","신수동","208","1277","649","129","17","13","157","534","467","160","42","119","606","60","376890398"
"20222","11440655","서강동","319","1838","854","122","65","42","355","811","586","175","42","66","886","57","359077511"
"20222","11440660","서교동","479","3388","804","96","46","12","797","1675","1307","353","117","31","66","51","212349175"
"20222","11440680","합정동","523","3402","818","89","16","5","245","1977","1212","634","136","66","60","49","226878599"
"20222","11440690","망원1동","514","3585","658","131","6","1","206","2260","1293","292","150","78","102","48","212937440"
"20222","11440700","망원2동","423","2813","712","81","8","","331","1634","966","410","144","99","30","49","201197516"
"20222","11440710","연남동","394","2425","765","107","19","5","553","1168","1060","328","111","44","57","50","209669957"
"20222","11440720","성산1동","571","3517","1232","120","44","8","658","2168","1614","394","67","16","4","55","188105180"
"20222","11440730","성산2동","361","2590","700","109","1","","447","1312","586","92","102","215","646","53","253475541"
"20222","11440740","상암동","190","1052","727","361","","","126","267","324","153","132","238","900","66","476838167"
"20222","11470510","목1동","102","495","424","137","82","10","1","121","74","65","37","29","821","74","796337543"
"20222","11470520","목2동","778","5568","1186","125","101","6","504","4601","1318","189","100","87","187","53","188087838"
"20222","11470530","목3동","453","3404","581","64","19","4","377","2745","620","61","37","17","215","52","184229085"
"20222","11470540","목4동","505","3204","1017","89","46","5","425","2813","553","210","105","64","191","55","189827888"
"20222","11470550","목5동","191","327","1229","376","353","7","","","","","","","2292","100","1342723822"
"20222","11470560","신월1동","385","3115","496","6","2","","1020","2280","292","27","","","","50","125636988"
"20222","11470570","신월2동","360","2496","1126","77","2","","738","2026","492","146","143","70","86","56","168843773"
"20222","11470580","신월3동","231","1889","280","11","","","1138","792","187","51","12","","","46","114670938"
"20222","11470590","신월4동","278","2000","1043","13","","","409","1900","393","213","122","19","","57","168468677"
"20222","11470600","신월5동","299","2110","695","38","7","1","659","1747","279","91","54","12","9","53","141762970"
"20222","11470610","신월6동","133","811","469","32","","","488","132","160","87","142","83","220","57","274722385"
"20222","11470611","신월7동","616","4788","204","","","","3710","836","191","211","44","","","42","100738599"
"20222","11470620","신정1동","116","394","360","443","85","","38","175","54","56","16","8","935","83","857356012"
"20222","11470630","신정2동","97","437","487","133","","","71","233","161","28","66","54","444","65","447255961"
"20222","11470640","신정3동","329","2020","1080","320","12","","32","517","607","821","712","423","320","65","361746184"
"20222","11470650","신정4동","748","5255","1414","93","2","","984","4490","946","243","80","10","11","52","157601837"
"20222","11470670","신정6동","83","168","310","395","91","29","","","","","","","993","97","1106384082"
"20222","11470680","신정7동","108","586","612","106","33","22","10","303","14","3","33","159","837","70","582260300"
"20222","11500510","염창동","243","1203","1335","168","73","4","164","485","263","179","492","581","619","70","413711612"
"20222","11500520","등촌1동","186","1369","590","30","","","179","894","289","189","254","174","10","53","233009938"
"20222","11500530","등촌2동","394","2805","726","116","102","72","384","2138","696","123","66","82","332","56","218549258"
"20222","11500535","등촌3동","125","1089","252","104","42","","18","408","232","247","216","198","168","57","342211620"
"20222","11500540","화곡1동","1205","9717","1699","59","4","","1584","9078","687","84","46","","","49","140573457"
"20222","11500550","화곡2동","522","4271","411","12","7","","909","3647","138","5","1","1","","50","127307088"
"20222","11500560","화곡3동","349","2104","605","317","205","12","374","1794","235","191","27","101","521","62","232799290"
"20222","11500570","화곡4동","540","4315","603","24","","","873","3699","322","41","7","","","50","134273734"
"20222","11500590","화곡본동","1170","9394","963","21","1","","2566","7537","274","2","","","","50","123902154"
"20222","11500591","화곡6동","448","3253","699","113","67","60","885","2634","229","76","85","30","253","55","170034732"
"20222","11500593","화곡8동","818","6258","1024","19","1","","1393","5674","197","32","6","","","52","130570958"
"20222","11500603","가양1동","146","906","552","117","99","","68","402","178","116","193","314","403","66","396996811"
"20222","11500604","가양2동","53","452","48","108","","","","308","5","109","30","58","98","52","317356775"
"20222","11500605","가양3동","60","614","71","9","","","","245","45","93","169","108","34","49","336108207"
"20222","11500611","발산1동","408","2710","1398","67","23","","415","1612","546","446","374","434","371","59","267430794"
"20222","11500615","우장산동","508","2892","1613","450","39","","568","2185","413","248","132","81","1367","63","318955821"
"20222","11500620","공항동","331","2922","562","8","1","","642","2068","200","79","60","139","305","47","207116895"
"20222","11500630","방화1동","392","2478","1305","281","","","374","1491","393","351","428","314","713","60","323155520"
"20222","11500640","방화2동","251","1974","446","48","","","330","1298","324","309","182","13","12","51","194363954"
"20222","11500641","방화3동","144","908","361","135","118","","106","617","172","208","225","194","","62","255964187"
"20222","11530510","신도림동","134","455","728","196","158","36","4","52","136","38","111","237","995","85","636584154"
"20222","11530520","구로1동","62","260","530","65","1","","24","34","39","255","314","190","","73","399227070"
"20222","11530530","구로2동","276","2038","446","22","2","2","327","1383","503","122","148","27","","49","177417208"
"20222","11530540","구로3동","460","2794","341","75","","","1339","1204","62","129","261","171","44","48","138816865"
"20222","11530550","구로4동","540","3246","244","4","1","","1545","1552","157","158","83","","","46","114124423"
"20222","11530560","구로5동","131","754","424","104","30","36","133","483","146","91","101","176","218","65","291594059"
"20222","11530595","가리봉동","180","1060","139","12","19","36","222","885","95","27","14","15","8","69","186927241"
"20222","11530720","고척1동","175","1272","624","25","12","","185","779","320","209","238","202","","59","237831198"
"20222","11530730","고척2동","277","2207","577","107","","","480","1403","345","212","249","176","26","56","189692846"
"20222","11530740","개봉1동","421","3123","712","75","72","","746","2349","264","168","197","204","54","55","169822592"
"20222","11530750","개봉2동","479","3233","1214","202","12","","477","3103","259","137","236","415","34","58","193683448"
"20222","11530760","개봉3동","434","3583","718","26","","","516","3264","359","110","78","","","53","156389953"
"20222","11530770","오류1동","206","1645","395","103","1","","356","1270","289","212","17","","","55","158478976"
"20222","11530780","오류2동","364","3294","1396","170","13","","359","1754","1044","634","879","200","3","59","244353498"
"20222","11530790","수궁동","429","4255","1407","84","13","","845","3394","817","409","253","33","8","57","175623278"
"20222","11530800","항동","55","677","458","88","12","24","26","391","193","356","202","44","47","70","300065423"
"20222","11545510","가산동","175","1533","365","17","24","6","268","1309","127","103","122","16","","50","173435293"
"20222","11620745","삼성동","141","951","424","67","","","60","583","463","223","113","","","59","219562531"
"20222","11545610","독산1동","220","1761","673","54","9","7","236","1199","287","246","273","125","138","57","246538966"
"20222","11545620","독산2동","315","2550","339","3","1","","417","2360","116","","","","","50","135056747"
"20222","11545630","독산3동","395","2980","816","61","","","387","2773","608","29","60","","","52","158461624"
"20222","11545640","독산4동","250","1755","517","6","","","287","1827","124","30","10","","","54","143761339"
"20222","11545670","시흥1동","380","2974","653","65","24","","406","2502","316","140","108","169","75","53","180948067"
"20222","11545680","시흥2동","82","427","292","245","","","68","216","117","369","194","","","74","275637280"
"20222","11545690","시흥3동","235","2063","809","20","","","138","2074","651","29","","","","57","164914094"
"20222","11545700","시흥4동","351","2672","682","50","","","645","2410","224","104","21","","","53","139150806"
"20222","11545710","시흥5동","231","2071","348","6","","","175","1808","370","65","7","","","50","158471496"
"20222","11560515","영등포본동","223","1279","505","13","","","155","798","270","87","33","108","346","55","263864681"
"20222","11560535","영등포동","124","905","285","73","37","","206","443","218","33","22","75","303","49","326927686"
"20222","11560540","여의동","94","66","265","367","398","152","","","","","","12","1236","126","1400319048"
"20222","11560550","당산1동","102","684","293","37","18","","61","268","239","8","125","95","236","52","342612455"
"20222","11560560","당산2동","207","1094","696","275","146","","110","531","227","67","43","161","1072","68","523823143"
"20222","11560585","도림동","132","813","288","20","8","","111","637","214","22","23","42","80","55","209252524"
"20222","11560605","문래동","90","332","559","215","76","11","","42","12","47","282","229","581","87","674800000"
"20222","11560610","양평1동","69","518","173","30","","","52","111","165","74","187","107","25","53","318764906"
"20222","11560620","양평2동","182","1562","474","38","3","","226","832","436","71","94","216","202","48","261626373"
"20222","11560630","신길1동","143","1051","257","47","","","122","526","537","36","48","54","32","49","217006603"
"20222","11560650","신길3동","75","463","239","5","","","25","190","140","3","58","90","201","57","374597267"
"20222","11560660","신길4동","94","293","116","86","26","6","8","208","166","1","44","64","36","86","246551246"
"20222","11560670","신길5동","94","640","162","54","","","55","383","196","72","66","12","72","57","248170973"
"20222","11560680","신길6동","118","729","410","15","10","1","56","373","176","69","35","294","162","58","326122778"
"20222","11560690","신길7동","62","452","343","36","24","","51","88","55","42","84","183","352","67","580827492"
"20222","11560700","대림1동","93","634","332","19","","","142","416","113","31","61","44","178","56","262808629"
"20222","11560710","대림2동","125","871","220","10","","","221","648","107","17","","107","1","53","169506028"
"20222","11560720","대림3동","248","1660","345","2","35","","497","934","261","98","108","74","70","50","173074111"
"20222","11590510","노량진1동","164","777","575","236","4","","71","291","220","72","125","274","539","67","439684906"
"20222","11590520","노량진2동","129","656","328","10","","","4","38","104","244","281","199","124","57","450906395"
"20222","11590530","상도1동","514","2840","1867","344","48","10","449","1804","1409","234","71","171","971","62","305932945"
"20222","11590540","상도2동","260","1408","946","90","108","","223","595","698","118","1","43","874","62","371958752"
"20222","11590550","상도3동","550","3037","1677","60","11","","305","2579","1690","89","55","15","52","59","189013529"
"20222","11590560","상도4동","639","4254","1112","61","17","","438","3359","1474","62","36","63","12","54","174505082"
"20222","11590605","흑석동","254","891","869","286","44","26","6","173","234","135","198","157","1213","74","682509581"
"20222","11590620","사당1동","400","2398","895","31","8","","122","1250","1563","338","45","2","12","54","220209804"
"20222","11590630","사당2동","209","813","689","338","33","","28","331","459","172","118","131","634","71","411815224"
"20222","11590640","사당3동","307","1585","649","229","37","","127","976","461","122","50","61","703","59","309677179"
"20222","11590650","사당4동","288","1724","465","38","8","1","105","798","940","216","56","94","27","53","225349572"
"20222","11590651","사당5동","153","1001","235","65","","","56","487","410","145","95","58","50","54","236672832"
"20222","11590660","대방동","400","2270","1234","69","75","27","207","1111","1156","309","190","314","388","59","298699197"
"20222","11590670","신대방1동","129","752","368","145","73","","77","303","292","83","49","172","362","65","364550843"
"20222","11590680","신대방2동","202","1087","591","55","45","39","127","762","558","60","49","59","202","63","251765063"
"20222","11620525","보라매동","368","2346","869","29","2","14","364","1913","797","75","37","62","12","56","172943925"
"20222","11620545","청림동","87","446","241","157","","","28","107","146","63","195","159","146","65","383469827"
"20222","11620565","성현동","245","1377","619","261","1","","147","679","354","167","255","429","227","62","303159677"
"20222","11620575","행운동","280","1761","530","83","4","","280","1323","401","138","111","94","31","54","191105435"
"20222","11620585","낙성대동","164","882","531","109","6","1","189","618","382","199","104","32","5","60","209101911"
"20222","11620595","청룡동","287","1557","663","116","1","","201","1049","500","134","124","116","213","58","236818791"
"20222","11620605","은천동","422","2599","793","192","14","","610","1997","360","43","103","264","221","55","194272899"
"20222","11620615","중앙동","167","1063","384","30","3","","138","791","417","95","17","","22","55","187065036"
"20222","11620625","인헌동","562","3433","1082","44","14","","525","2896","790","201","109","46","6","56","166501234"
"20222","11620630","남현동","305","1462","1091","172","110","14","99","578","1091","657","239","146","39","67","277702232"
"20222","11620645","서원동","397","2739","632","18","1","","1039","1738","415","82","105","11","","50","141721689"
"20222","11620655","신원동","216","1541","194","10","1","","731","793","172","14","26","10","","45","127925399"
"20222","11620665","서림동","251","1629","402","83","1","","518","1191","266","18","80","42","","53","150444815"
"20222","11620685","신사동","213","1435","398","20","2","3","155","1064","593","20","25","1","","52","179689359"
"20222","11620695","신림동","172","1298","104","2","","","352","862","151","33","6","","","38","150503650"
"20222","11620715","난향동","119","604","349","173","","","118","384","91","65","350","118","","68","265144367"
"20222","11620725","조원동","182","1380","340","31","","","293","884","435","48","73","18","","47","179380961"
"20222","11620735","대학동","114","772","418","12","","","248","416","274","162","83","19","","56","190916533"
"20222","11620765","미성동","433","3236","639","112","75","","528","2396","690","123","36","159","130","54","181117022"
"20222","11620775","난곡동","495","4290","408","16","3","","1316","2853","482","35","31","","","48","136234258"
"20222","11650510","서초1동","234","992","571","295","191","183","33","250","519","294","146","137","853","80","529869196"
"20222","11650520","서초2동","91","368","328","107","113","55","23","125","168","86","55","26","488","80","717505180"
"20222","11650530","서초3동","455","2000","920","594","436","513","22","572","757","674","546","395","1497","87","591006515"
"20222","11650531","서초4동","103","99","496","358","159","81","1","30","11","13","15","4","1119","105","1511099592"
"20222","11650540","잠원동","160","714","674","212","336","87","6","282","194","111","29","34","1367","83","1131280306"
"20222","11650550","반포본동","100","","415","467","318","24","","","","","","","1224","106","2672553922"
"20222","11650560","반포1동","267","1710","576","167","114","186","54","890","504","231","81","35","958","64","772826441"
"20222","11650570","반포2동","38","124","261","68","60","96","","","","","","","609","107","2447858537"
"20222","11650580","반포3동","64","108","363","188","111","24","","","1","10","3","6","774","97","1852605615"
"20222","11650581","반포4동","356","698","738","314","491","784","9","157","320","363","294","184","1698","121","790577292"
"20222","11650590","방배본동","287","1075","415","238","219","518","4","216","510","443","192","58","1042","98","740868225"
"20222","11650600","방배1동","357","2052","718","185","118","114","8","583","878","712","283","172","551","62","432454385"
"20222","11650610","방배2동","351","1416","871","273","91","32","8","253","373","522","375","209","943","65","527612497"
"20222","11650620","방배3동","366","1502","628","372","252","242","","80","222","316","401","435","1542","74","686003585"
"20222","11650621","방배4동","504","2247","846","359","206","650","8","521","826","746","518","228","1461","82","577450519"
"20222","11650651","양재1동","465","2520","1265","493","137","262","17","714","817","563","357","321","1888","82","574633996"
"20222","11650652","양재2동","507","3432","1201","89","94","23","10","1122","1677","1222","487","189","132","56","302331031"
"20222","11650660","내곡동","99","453","350","201","4","9","","7","4","7","55","151","793","82","892412998"
"20222","11680510","신사동","146","642","216","227","168","141","3","269","240","152","92","60","578","79","955706729"
"20222","11680521","논현1동","485","3327","556","205","162","265","24","1532","1473","409","207","182","688","64","410600378"
"20222","11680531","논현2동","375","1993","778","377","120","225","15","524","977","548","303","190","936","74","551370548"
"20222","11680545","압구정동","180","425","371","367","397","342","1","98","167","59","48","56","1473","112","1660707735"
"20222","11680565","청담동","334","971","675","400","385","814","7","153","286","305","222","170","2102","110","1219384120"
"20222","11680580","삼성1동","199","519","616","298","202","242","1","110","122","98","58","87","1401","97","1096764297"
"20222","11680590","삼성2동","397","2311","788","380","218","110","11","1071","760","398","176","116","1275","65","607497722"
"20222","11680600","대치1동","92","120","406","271","247","45","","","10","19","13","","1047","109","2038380761"
"20222","11680610","대치2동","203","662","787","392","58","74","10","161","149","174","117","103","1259","82","1098016945"
"20222","11680630","대치4동","410","2900","613","152","63","36","9","1060","1134","638","424","165","334","52","347213562"
"20222","11680640","역삼1동","686","5440","854","314","116","129","73","2565","2136","837","483","291","468","52","304881805"
"20222","11680650","역삼2동","343","2310","842","246","205","81","16","803","691","459","281","164","1270","63","680958588"
"20222","11680655","도곡1동","166","545","425","293","145","233","11","199","211","87","104","41","988","96","886512392"
"20222","11680656","도곡2동","111","297","453","300","174","88","4","73","73","59","44","23","1036","96","1449913427"
"20222","11680660","개포1동","25","75","84","57","56","67","3","27","39","13","4","","253","102","1230798888"
"20222","11680670","개포2동","122","499","499","71","70","2","","51","88","83","34","10","875","72","1193422232"
"20222","11680690","개포4동","365","2399","747","48","120","90","35","761","1039","922","211","79","357","58","373973588"
"20222","11680700","세곡동","188","1147","902","465","","6","","22","110","117","233","172","1866","76","816718603"
"20222","11680720","일원본동","106","398","797","117","94","","","","","","","28","1378","81","1238926136"
"20222","11680730","일원1동","202","1260","124","13","16","1","1","117","547","437","107","69","136","51","353811956"
"20222","11680740","일원2동","49","320","248","72","34","16","","","48","6","26","19","591","71","1181049180"
"20222","11680750","수서동","43","386","102","92","51","5","","69","186","8","","29","344","67","831470238"
"20222","11710510","풍납1동","105","502","313","27","","","38","298","295","46","30","56","79","58","248265751"
"20222","11710520","풍납2동","216","1359","511","137","6","16","247","732","319","61","94","101","475","55","312141913"
"20222","11710531","거여1동","180","1255","297","25","3","1","38","762","469","125","40","90","57","50","231980391"
"20222","11710532","거여2동","122","744","204","76","83","","1","142","180","267","197","133","187","61","404459848"
"20222","11710540","마천1동","279","1614","451","99","","","","76","459","1045","307","85","192","55","366040463"
"20222","11710550","마천2동","337","2533","369","35","1","","69","1146","1068","428","147","74","6","51","234716280"
"20222","11710561","방이1동","304","1770","738","120","155","66","53","610","1092","584","106","41","363","64","322094248"
"20222","11710562","방이2동","729","5124","962","141","46","72","194","2356","2583","818","178","85","131","52","238789985"
"20222","11710566","오륜동","122","43","352","630","345","","","","","","","","1370","108","1584508693"
"20222","11710570","오금동","618","4085","1264","357","63","85","131","2169","2067","508","132","99","748","59","293363190"
"20222","11710580","송파1동","798","5673","1067","120","91","25","385","2804","2672","735","181","45","154","48","230783665"
"20222","11710590","송파2동","257","1517","566","251","60","36","45","554","695","332","52","63","689","61","429421796"
"20222","11710600","석촌동","1112","7820","1574","191","23","4","336","3972","3546","1201","368","70","119","49","233296825"
"20222","11710610","삼전동","1112","8155","1297","176","19","2","627","4780","3065","963","180","20","14","48","206063795"
"20222","11710620","가락본동","369","2337","719","186","101","34","221","1031","1036","307","153","51","578","58","306145157"
"20222","11710631","가락1동","4","","48","","","","","","","","","","48","85","988708333"
"20222","11710632","가락2동","461","2911","927","215","155","27","162","1420","1295","345","115","110","788","57","322045358"
"20222","11710641","문정1동","391","2695","612","223","159","37","206","1117","1199","498","124","53","529","56","322288109"
"20222","11710642","문정2동","66","","296","164","288","24","","","","","","","772","116","1320577273"
"20222","11710646","장지동","459","3244","973","30","13","","84","936","1015","552","537","325","811","52","361707554"
"20222","11710647","위례동","50","599","457","224","","","","","","96","185","282","717","74","775064459"
"20222","11710650","잠실본동","804","5919","929","139","25","1","257","3003","2519","837","185","42","170","47","234198463"
"20222","11710670","잠실2동","135","240","1110","294","","","","","","","","15","1629","87","1593767032"
"20222","11710680","잠실3동","114","182","791","227","119","3","","","","","","","1322","91","1588357988"
"20222","11710690","잠실4동","66","168","396","120","108","","","","","","","16","776","93","1406654040"
"20222","11710710","잠실6동","30","","228","126","83","76","","","","","","11","502","111","1372751586"
"20222","11710720","잠실7동","44","","186","126","156","60","","","","","","","528","125","1915929924"
"20222","11740515","강일동","177","1127","802","226","","","8","14","62","184","359","546","982","71","564568969"
"20222","11740520","상일동","200","988","843","134","139","147","58","498","96","37","12","10","1540","77","640637598"
"20222","11740530","명일1동","180","992","676","92","11","","76","518","460","141","86","60","430","61","351892311"
"20222","11740540","명일2동","81","251","312","133","88","","9","160","81","12","5","3","514","77","606495793"
"20222","11740550","고덕1동","139","760","534","56","22","12","","68","234","4","229","49","800","69","636907618"
"20222","11740560","고덕2동","116","736","306","12","","","1","182","233","8","10","","620","56","563816747"
"20222","11740570","암사1동","671","5072","937","128","1","4","493","3413","1596","262","66","39","273","50","203569144"
"20222","11740580","암사2동","115","755","308","21","16","2","136","411","143","30","38","71","273","52","306848616"
"20222","11740590","암사3동","119","608","352","253","83","7","44","234","248","71","25","49","632","72","508041003"
"20222","11740600","천호1동","466","3505","926","56","7","","204","2053","1692","330","125","68","22","50","206214162"
"20222","11740610","천호2동","532","4068","716","73","23","","187","2250","1926","275","56","51","135","48","217186336"
"20222","11740620","천호3동","233","1636","489","90","1","1","106","946","645","259","92","59","110","51","235639008"
"20222","11740640","성내1동","363","2527","830","82","15","85","229","1420","1072","287","159","124","248","57","252319568"
"20222","11740650","성내2동","331","2469","429","31","1","12","270","1446","876","82","146","76","46","48","202322630"
